Country,City,Country_ru,City_ru,Date,Index
Azerbaijan,Baku,Азербайджан,Баку,2020-05-06,2.9
Azerbaijan,Baku,Азербайджан,Баку,2020-05-07,2.9
Azerbaijan,Baku,Азербайджан,Баку,2020-05-08,2.9
Azerbaijan,Baku,Азербайджан,Баку,2020-05-09,3.2
Azerbaijan,Baku,Азербайджан,Баку,2020-05-10,3.7
Azerbaijan,Baku,Азербайджан,Баку,2020-05-11,3.0
Azerbaijan,Baku,Азербайджан,Баку,2020-05-12,2.8
Azerbaijan,Baku,Азербайджан,Баку,2020-05-13,2.8
Azerbaijan,Baku,Азербайджан,Баку,2020-05-14,2.8
Azerbaijan,Baku,Азербайджан,Баку,2020-05-15,2.8
Azerbaijan,Baku,Азербайджан,Баку,2020-05-16,3.0
Azerbaijan,Baku,Азербайджан,Баку,2020-05-17,3.6
Azerbaijan,Baku,Азербайджан,Баку,2020-05-18,2.4
Azerbaijan,Baku,Азербайджан,Баку,2020-05-19,2.4
Azerbaijan,Baku,Азербайджан,Баку,2020-05-20,2.4
Azerbaijan,Baku,Азербайджан,Баку,2020-05-21,2.4
Azerbaijan,Baku,Азербайджан,Баку,2020-05-22,2.4
Azerbaijan,Baku,Азербайджан,Баку,2020-05-23,2.8
Azerbaijan,Baku,Азербайджан,Баку,2020-05-24,3.2
Azerbaijan,Baku,Азербайджан,Баку,2020-05-25,2.9
Azerbaijan,Baku,Азербайджан,Баку,2020-05-26,2.7
Azerbaijan,Baku,Азербайджан,Баку,2020-05-27,2.7
Azerbaijan,Baku,Азербайджан,Баку,2020-05-28,2.7
Azerbaijan,Baku,Азербайджан,Баку,2020-05-29,2.6
Azerbaijan,Baku,Азербайджан,Баку,2020-05-30,2.9
Azerbaijan,Baku,Азербайджан,Баку,2020-05-31,2.7
Azerbaijan,Baku,Азербайджан,Баку,2020-06-01,2.1
Azerbaijan,Baku,Азербайджан,Баку,2020-06-02,2.1
Azerbaijan,Baku,Азербайджан,Баку,2020-06-03,2.1
Azerbaijan,Baku,Азербайджан,Баку,2020-06-04,2.1
Azerbaijan,Baku,Азербайджан,Баку,2020-06-05,2.3
Azerbaijan,Baku,Азербайджан,Баку,2020-06-06,4.6
Azerbaijan,Baku,Азербайджан,Баку,2020-06-07,4.9
Azerbaijan,Baku,Азербайджан,Баку,2020-06-08,2.0
Azerbaijan,Baku,Азербайджан,Баку,2020-06-09,2.0
Azerbaijan,Baku,Азербайджан,Баку,2020-06-10,2.1
Azerbaijan,Baku,Азербайджан,Баку,2020-06-11,2.1
Azerbaijan,Baku,Азербайджан,Баку,2020-06-12,2.1
Azerbaijan,Baku,Азербайджан,Баку,2020-06-13,2.4
Azerbaijan,Baku,Азербайджан,Баку,2020-06-14,4.6
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-02-23,2.7
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-02-24,2.2
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-02-25,2.4
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-02-26,2.2
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-02-27,2.3
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-02-28,2.2
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-02-29,2.5
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-01,2.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-02,2.4
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-03,2.4
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-04,2.4
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-05,2.3
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-06,2.3
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-07,2.4
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-08,2.6
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-09,2.6
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-10,2.3
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-11,2.4
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-12,2.3
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-13,2.4
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-14,2.5
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-15,2.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-16,2.6
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-17,2.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-18,2.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-19,2.7
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-20,3.1
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-21,3.4
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-22,3.3
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-23,3.0
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-24,3.1
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-25,3.1
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-26,3.2
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-27,3.4
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-28,3.6
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-29,3.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-30,3.7
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-03-31,3.7
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-01,3.7
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-02,3.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-03,3.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-04,3.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-05,4.6
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-06,4.3
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-07,4.4
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-08,4.3
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-09,4.2
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-10,4.1
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-11,4.2
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-12,4.2
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-13,3.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-14,3.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-15,3.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-16,3.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-17,3.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-18,3.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-19,4.0
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-20,3.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-21,3.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-22,3.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-23,4.0
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-24,4.0
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-25,4.0
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-26,4.0
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-27,3.5
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-28,3.7
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-29,3.6
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-04-30,3.5
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-01,3.5
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-02,3.7
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-03,3.7
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-04,3.2
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-05,3.4
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-06,3.4
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-07,3.5
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-08,3.3
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-09,3.6
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-10,3.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-11,3.4
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-12,3.3
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-13,3.3
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-14,3.2
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-15,3.2
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-16,3.2
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-17,3.5
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-18,2.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-19,2.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-20,2.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-21,2.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-22,2.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-23,3.0
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-24,3.0
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-25,2.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-26,2.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-27,2.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-28,3.0
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-29,3.0
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-30,3.0
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-05-31,2.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-06-01,2.5
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-06-02,2.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-06-03,2.7
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-06-04,2.7
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-06-05,2.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-06-06,4.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-06-07,4.9
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-06-08,2.5
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-06-09,2.6
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-06-10,2.6
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-06-11,2.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-06-12,2.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-06-13,2.8
Azerbaijan,Ganja,Азербайджан,Гянджа,2020-06-14,4.7
Armenia,Vanadzor,Армения,Ванадзор,2020-02-23,3.1
Armenia,Vanadzor,Армения,Ванадзор,2020-02-24,2.0
Armenia,Vanadzor,Армения,Ванадзор,2020-02-25,2.1
Armenia,Vanadzor,Армения,Ванадзор,2020-02-26,2.0
Armenia,Vanadzor,Армения,Ванадзор,2020-02-27,2.0
Armenia,Vanadzor,Армения,Ванадзор,2020-02-28,2.0
Armenia,Vanadzor,Армения,Ванадзор,2020-02-29,2.6
Armenia,Vanadzor,Армения,Ванадзор,2020-03-01,3.0
Armenia,Vanadzor,Армения,Ванадзор,2020-03-02,2.5
Armenia,Vanadzor,Армения,Ванадзор,2020-03-03,2.4
Armenia,Vanadzor,Армения,Ванадзор,2020-03-04,2.3
Armenia,Vanadzor,Армения,Ванадзор,2020-03-05,2.3
Armenia,Vanadzor,Армения,Ванадзор,2020-03-06,2.3
Armenia,Vanadzor,Армения,Ванадзор,2020-03-07,2.8
Armenia,Vanadzor,Армения,Ванадзор,2020-03-08,2.7
Armenia,Vanadzor,Армения,Ванадзор,2020-03-09,1.8
Armenia,Vanadzor,Армения,Ванадзор,2020-03-10,1.8
Armenia,Vanadzor,Армения,Ванадзор,2020-03-11,1.8
Armenia,Vanadzor,Армения,Ванадзор,2020-03-12,1.8
Armenia,Vanadzor,Армения,Ванадзор,2020-03-13,2.5
Armenia,Vanadzor,Армения,Ванадзор,2020-03-14,3.0
Armenia,Vanadzor,Армения,Ванадзор,2020-03-15,3.2
Armenia,Vanadzor,Армения,Ванадзор,2020-03-16,2.8
Armenia,Vanadzor,Армения,Ванадзор,2020-03-17,3.1
Armenia,Vanadzor,Армения,Ванадзор,2020-03-18,3.3
Armenia,Vanadzor,Армения,Ванадзор,2020-03-19,3.3
Armenia,Vanadzor,Армения,Ванадзор,2020-03-20,3.1
Armenia,Vanadzor,Армения,Ванадзор,2020-03-21,3.6
Armenia,Vanadzor,Армения,Ванадзор,2020-03-22,3.8
Armenia,Vanadzor,Армения,Ванадзор,2020-03-23,2.9
Armenia,Vanadzor,Армения,Ванадзор,2020-03-24,3.1
Armenia,Vanadzor,Армения,Ванадзор,2020-03-25,3.9
Armenia,Vanadzor,Армения,Ванадзор,2020-03-26,4.0
Armenia,Vanadzor,Армения,Ванадзор,2020-03-27,4.0
Armenia,Vanadzor,Армения,Ванадзор,2020-03-28,4.1
Armenia,Vanadzor,Армения,Ванадзор,2020-03-29,4.3
Armenia,Vanadzor,Армения,Ванадзор,2020-03-30,4.0
Armenia,Vanadzor,Армения,Ванадзор,2020-03-31,3.9
Armenia,Vanadzor,Армения,Ванадзор,2020-04-01,4.1
Armenia,Vanadzor,Армения,Ванадзор,2020-04-02,4.0
Armenia,Vanadzor,Армения,Ванадзор,2020-04-03,4.0
Armenia,Vanadzor,Армения,Ванадзор,2020-04-04,4.3
Armenia,Vanadzor,Армения,Ванадзор,2020-04-05,4.2
Armenia,Vanadzor,Армения,Ванадзор,2020-04-06,3.9
Armenia,Vanadzor,Армения,Ванадзор,2020-04-07,4.0
Armenia,Vanadzor,Армения,Ванадзор,2020-04-08,3.9
Armenia,Vanadzor,Армения,Ванадзор,2020-04-09,3.8
Armenia,Vanadzor,Армения,Ванадзор,2020-04-10,3.8
Armenia,Vanadzor,Армения,Ванадзор,2020-04-11,3.9
Armenia,Vanadzor,Армения,Ванадзор,2020-04-12,3.9
Armenia,Vanadzor,Армения,Ванадзор,2020-04-13,3.6
Armenia,Vanadzor,Армения,Ванадзор,2020-04-14,3.6
Armenia,Vanadzor,Армения,Ванадзор,2020-04-15,3.5
Armenia,Vanadzor,Армения,Ванадзор,2020-04-16,3.7
Armenia,Vanadzor,Армения,Ванадзор,2020-04-17,3.5
Armenia,Vanadzor,Армения,Ванадзор,2020-04-18,3.6
Armenia,Vanadzor,Армения,Ванадзор,2020-04-19,3.9
Armenia,Vanadzor,Армения,Ванадзор,2020-04-20,3.4
Armenia,Vanadzor,Армения,Ванадзор,2020-04-21,3.4
Armenia,Vanadzor,Армения,Ванадзор,2020-04-22,3.6
Armenia,Vanadzor,Армения,Ванадзор,2020-04-23,3.7
Armenia,Vanadzor,Армения,Ванадзор,2020-04-24,4.0
Armenia,Vanadzor,Армения,Ванадзор,2020-04-25,3.8
Armenia,Vanadzor,Армения,Ванадзор,2020-04-26,3.9
Armenia,Vanadzor,Армения,Ванадзор,2020-04-27,3.3
Armenia,Vanadzor,Армения,Ванадзор,2020-04-28,3.3
Armenia,Vanadzor,Армения,Ванадзор,2020-04-29,3.1
Armenia,Vanadzor,Армения,Ванадзор,2020-04-30,3.0
Armenia,Vanadzor,Армения,Ванадзор,2020-05-01,3.2
Armenia,Vanadzor,Армения,Ванадзор,2020-05-02,3.3
Armenia,Vanadzor,Армения,Ванадзор,2020-05-03,3.4
Armenia,Vanadzor,Армения,Ванадзор,2020-05-04,2.9
Armenia,Vanadzor,Армения,Ванадзор,2020-05-05,2.9
Armenia,Vanadzor,Армения,Ванадзор,2020-05-06,3.0
Armenia,Vanadzor,Армения,Ванадзор,2020-05-07,3.1
Armenia,Vanadzor,Армения,Ванадзор,2020-05-08,2.8
Armenia,Vanadzor,Армения,Ванадзор,2020-05-09,3.4
Armenia,Vanadzor,Армения,Ванадзор,2020-05-10,3.5
Armenia,Vanadzor,Армения,Ванадзор,2020-05-11,2.6
Armenia,Vanadzor,Армения,Ванадзор,2020-05-12,2.5
Armenia,Vanadzor,Армения,Ванадзор,2020-05-13,2.6
Armenia,Vanadzor,Армения,Ванадзор,2020-05-14,2.5
Armenia,Vanadzor,Армения,Ванадзор,2020-05-15,2.5
Armenia,Vanadzor,Армения,Ванадзор,2020-05-16,2.7
Armenia,Vanadzor,Армения,Ванадзор,2020-05-17,3.1
Armenia,Vanadzor,Армения,Ванадзор,2020-05-18,2.4
Armenia,Vanadzor,Армения,Ванадзор,2020-05-19,2.4
Armenia,Vanadzor,Армения,Ванадзор,2020-05-20,2.4
Armenia,Vanadzor,Армения,Ванадзор,2020-05-21,2.4
Armenia,Vanadzor,Армения,Ванадзор,2020-05-22,2.4
Armenia,Vanadzor,Армения,Ванадзор,2020-05-23,2.6
Armenia,Vanadzor,Армения,Ванадзор,2020-05-24,3.1
Armenia,Vanadzor,Армения,Ванадзор,2020-05-25,2.7
Armenia,Vanadzor,Армения,Ванадзор,2020-05-26,2.3
Armenia,Vanadzor,Армения,Ванадзор,2020-05-27,2.3
Armenia,Vanadzor,Армения,Ванадзор,2020-05-28,2.6
Armenia,Vanadzor,Армения,Ванадзор,2020-05-29,2.6
Armenia,Vanadzor,Армения,Ванадзор,2020-05-30,2.7
Armenia,Vanadzor,Армения,Ванадзор,2020-05-31,3.0
Armenia,Vanadzor,Армения,Ванадзор,2020-06-01,2.2
Armenia,Vanadzor,Армения,Ванадзор,2020-06-02,2.4
Armenia,Vanadzor,Армения,Ванадзор,2020-06-03,2.6
Armenia,Vanadzor,Армения,Ванадзор,2020-06-04,2.6
Armenia,Vanadzor,Армения,Ванадзор,2020-06-05,2.7
Armenia,Vanadzor,Армения,Ванадзор,2020-06-06,3.0
Armenia,Vanadzor,Армения,Ванадзор,2020-06-07,3.2
Armenia,Vanadzor,Армения,Ванадзор,2020-06-08,2.6
Armenia,Vanadzor,Армения,Ванадзор,2020-06-09,2.7
Armenia,Vanadzor,Армения,Ванадзор,2020-06-10,2.7
Armenia,Vanadzor,Армения,Ванадзор,2020-06-11,2.7
Armenia,Vanadzor,Армения,Ванадзор,2020-06-12,2.7
Armenia,Vanadzor,Армения,Ванадзор,2020-06-13,2.9
Armenia,Vanadzor,Армения,Ванадзор,2020-06-14,3.2
Armenia,Gyumri,Армения,Гюмри,2020-02-23,2.8
Armenia,Gyumri,Армения,Гюмри,2020-02-24,2.1
Armenia,Gyumri,Армения,Гюмри,2020-02-25,2.1
Armenia,Gyumri,Армения,Гюмри,2020-02-26,2.0
Armenia,Gyumri,Армения,Гюмри,2020-02-27,2.1
Armenia,Gyumri,Армения,Гюмри,2020-02-28,2.1
Armenia,Gyumri,Армения,Гюмри,2020-02-29,2.6
Armenia,Gyumri,Армения,Гюмри,2020-03-01,2.9
Armenia,Gyumri,Армения,Гюмри,2020-03-02,2.4
Armenia,Gyumri,Армения,Гюмри,2020-03-03,2.4
Armenia,Gyumri,Армения,Гюмри,2020-03-04,2.2
Armenia,Gyumri,Армения,Гюмри,2020-03-05,2.2
Armenia,Gyumri,Армения,Гюмри,2020-03-06,2.3
Armenia,Gyumri,Армения,Гюмри,2020-03-07,2.5
Armenia,Gyumri,Армения,Гюмри,2020-03-08,2.7
Armenia,Gyumri,Армения,Гюмри,2020-03-09,1.9
Armenia,Gyumri,Армения,Гюмри,2020-03-10,1.8
Armenia,Gyumri,Армения,Гюмри,2020-03-11,1.8
Armenia,Gyumri,Армения,Гюмри,2020-03-12,1.9
Armenia,Gyumri,Армения,Гюмри,2020-03-13,2.4
Armenia,Gyumri,Армения,Гюмри,2020-03-14,2.8
Armenia,Gyumri,Армения,Гюмри,2020-03-15,3.0
Armenia,Gyumri,Армения,Гюмри,2020-03-16,2.7
Armenia,Gyumri,Армения,Гюмри,2020-03-17,3.0
Armenia,Gyumri,Армения,Гюмри,2020-03-18,3.3
Armenia,Gyumri,Армения,Гюмри,2020-03-19,3.1
Armenia,Gyumri,Армения,Гюмри,2020-03-20,2.9
Armenia,Gyumri,Армения,Гюмри,2020-03-21,3.2
Armenia,Gyumri,Армения,Гюмри,2020-03-22,3.4
Armenia,Gyumri,Армения,Гюмри,2020-03-23,2.9
Armenia,Gyumri,Армения,Гюмри,2020-03-24,3.0
Armenia,Gyumri,Армения,Гюмри,2020-03-25,3.6
Armenia,Gyumri,Армения,Гюмри,2020-03-26,3.8
Armenia,Gyumri,Армения,Гюмри,2020-03-27,3.9
Armenia,Gyumri,Армения,Гюмри,2020-03-28,4.0
Armenia,Gyumri,Армения,Гюмри,2020-03-29,4.1
Armenia,Gyumri,Армения,Гюмри,2020-03-30,3.9
Armenia,Gyumri,Армения,Гюмри,2020-03-31,3.9
Armenia,Gyumri,Армения,Гюмри,2020-04-01,3.9
Armenia,Gyumri,Армения,Гюмри,2020-04-02,3.8
Armenia,Gyumri,Армения,Гюмри,2020-04-03,3.8
Armenia,Gyumri,Армения,Гюмри,2020-04-04,3.9
Armenia,Gyumri,Армения,Гюмри,2020-04-05,4.0
Armenia,Gyumri,Армения,Гюмри,2020-04-06,3.8
Armenia,Gyumri,Армения,Гюмри,2020-04-07,3.7
Armenia,Gyumri,Армения,Гюмри,2020-04-08,3.6
Armenia,Gyumri,Армения,Гюмри,2020-04-09,3.6
Armenia,Gyumri,Армения,Гюмри,2020-04-10,3.7
Armenia,Gyumri,Армения,Гюмри,2020-04-11,3.6
Armenia,Gyumri,Армения,Гюмри,2020-04-12,3.8
Armenia,Gyumri,Армения,Гюмри,2020-04-13,3.4
Armenia,Gyumri,Армения,Гюмри,2020-04-14,3.4
Armenia,Gyumri,Армения,Гюмри,2020-04-15,3.4
Armenia,Gyumri,Армения,Гюмри,2020-04-16,3.5
Armenia,Gyumri,Армения,Гюмри,2020-04-17,3.4
Armenia,Gyumri,Армения,Гюмри,2020-04-18,3.5
Armenia,Gyumri,Армения,Гюмри,2020-04-19,3.6
Armenia,Gyumri,Армения,Гюмри,2020-04-20,3.3
Armenia,Gyumri,Армения,Гюмри,2020-04-21,3.4
Armenia,Gyumri,Армения,Гюмри,2020-04-22,3.4
Armenia,Gyumri,Армения,Гюмри,2020-04-23,3.5
Armenia,Gyumri,Армения,Гюмри,2020-04-24,3.8
Armenia,Gyumri,Армения,Гюмри,2020-04-25,3.7
Armenia,Gyumri,Армения,Гюмри,2020-04-26,3.8
Armenia,Gyumri,Армения,Гюмри,2020-04-27,3.1
